Pos	RPF_avg	mRNA_avg	RPF_avg_nostall	mRNA_avg_nostall
1156	1.55759	0.00341583	1.62092	0.00341583
1157	0.268435	0.00114338	0.277066	0.00114338
1158	1.13378	0.00412274	1.13908	0.00412274
1159	0.378548	0.00145548	0.38679	0.00145548
1160	0.152626	0.000670665	0.157701	0.000670665
1161	0.400232	0.00156822	0.413453	0.00156822
1162	0.313254	0.00137927	0.318399	0.00137927
1163	2.16701	0.00722278	2.17949	0.00722278
1164	0.124016	0.00049574	0.125423	0.00049574
1165	0.563363	0.0026775	0.566593	0.0026775
1166	0.476726	0.00176572	0.479933	0.00176572
1167	3.21895	0.0049544	3.23744	0.0049544
1168	1.25171	0.00389621	1.2708	0.00389621
1169	2.47969	0.00771162	2.38688	0.00732402
1170	2.26316	0.00697492	2.19917	0.00658582
1171	0.202143	0.000959015	0.210772	0.000959015
1172	1.70553	0.00550211	1.69232	0.0051442
1173	0.810382	0.00305406	0.825624	0.00298116
1174	0.991957	0.00340674	1.02403	0.00340674
1175	0.240475	0.000818749	0.241937	0.000818749
1176	2.30143	0.0059761	2.31571	0.0059761
1177	0.17675	0.00136413	0.199242	0.00136413
1178	1.53749	0.0043912	1.54316	0.0043912
1179	0.557943	0.00184429	0.454995	0.00143613
1180	0.919262	0.00357335	0.837866	0.00316518
1181	0.443859	0.00188758	0.461312	0.00188758
1182	0.639996	0.00312724	0.574649	0.00275618
1183	1.82878	0.00624005	1.92056	0.00616446
1184	0.357592	0.00144715	0.370434	0.00144715
1185	0.277155	0.000962001	0.289071	0.000962001
1186	1.37739	0.00335746	1.38793	0.00335746
1187	0.84679	0.00392444	0.873901	0.00392444
1188	0.414316	0.00200528	0.434337	0.00200528
1189	0.935305	0.0022784	0.940245	0.0022784
1190	2.10471	0.00553221	2.10471	0.00553221
1191	0.585596	0.00220637	0.568375	0.00205075
1192	0.643316	0.00195568	0.597477	0.00167557
1193	2.43561	0.00792951	2.43925	0.00792951
1194	0.684448	0.00248316	0.690254	0.00248316
1195	0.505094	0.00178777	0.514185	0.00178777
1196	0.579013	0.00161744	0.580213	0.00161744
1197	1.41797	0.00552641	1.55536	0.00552641
1198	0.0463904	0.000204575	0.0475996	0.000204575
1199	0.379126	0.00139857	0.383138	0.00139857
1200	0.157819	0.000873437	0.166288	0.000873437
1201	0.368025	0.00182268	0.355673	0.00166508
1202	0.167264	0.000753994	0.174376	0.000753994
1203	0.316516	0.00137824	0.331704	0.00137824
1204	0.370696	0.00161891	0.372179	0.00161891
1205	0.715192	0.00211982	0.728815	0.00211982
1206	0.242658	0.00104277	0.247018	0.00104277
1207	1.89769	0.00469242	1.91813	0.00469242
1208	2.97357	0.0042791	2.97511	0.0042791
1209	1.42198	0.0056582	1.45321	0.0056582
1210	0.209991	0.000830787	0.215329	0.000830787
1211	1.21273	0.00363863	1.2171	0.00363863
1212	1.17375	0.00584436	1.17396	0.00584436
1213	2.51075	0.00496894	2.51075	0.00496894
1214	0.676463	0.00299919	0.697205	0.00299919
1215	3.20008	0.0073272	3.20132	0.0073272
1216	1.52245	0.00412326	1.53488	0.00412326
1217	0.967932	0.00402609	1.09842	0.00402609
1218	0.204278	0.00106162	0.209889	0.00106162
1219	0.486455	0.00145559	0.49586	0.00145559
1220	1.57093	0.00273408	1.5731	0.00273408
1221	0.654997	0.00303854	0.680576	0.00303854
1222	1.73393	0.00593127	1.75508	0.00593127
1223	2.55094	0.00986659	2.58879	0.00986659
1224	2.09494	0.00610381	2.10465	0.00610381
1225	1.27815	0.00481255	1.2836	0.00481255
1226	0.120437	0.000617526	0.12449	0.000617526
1227	0.0515509	0.000237219	0.0524652	0.000237219
1228	0.39011	0.00123436	0.404227	0.00123436
1229	0.8833	0.00318603	0.898327	0.00318603
1230	0.370374	0.00216472	0.379133	0.00216472
1231	0.878936	0.00191824	0.893329	0.00191824
1232	2.95296	0.00827195	2.97373	0.00827195
1233	0.380028	0.00182565	0.386465	0.00182565
1234	1.42391	0.00407022	1.44551	0.00407022
1235	0.96099	0.00174703	0.961692	0.00174703
1236	0.493013	0.00127535	0.495626	0.00127535
1237	1.10021	0.00397173	1.11043	0.00397173
1238	0.930127	0.00338075	0.959748	0.00338075
1239	0.642199	0.00169026	0.716851	0.00169026
1240	0.447262	0.00184859	0.462749	0.00184859
1241	0.99797	0.00448363	1.04317	0.00448363
1242	0.654999	0.00258127	0.318217	0.00137935
1243	0.158199	0.000977686	0.163369	0.000977686
1244	3.47438	0.00476084	3.48628	0.00476084
1245	1.97891	0.00798541	2.08585	0.00798541
1246	1.31326	0.0052015	1.37747	0.0052015
1247	0.235879	0.0011811	0.244311	0.0011811
1248	1.44812	0.00393759	1.46256	0.00393759
1249	0.928706	0.00247229	0.931059	0.00247229
1250	0.466886	0.00193549	0.485689	0.00193549
1251	1.0229	0.00325475	1.02726	0.00325475
1252	0.97536	0.00388967	0.638549	0.00265205
1253	0.97416	0.00434758	0.764816	0.00335748
1254	1.8872	0.00508481	1.90293	0.00508481
1255	1.41162	0.00530357	1.42983	0.00530357
1256	1.19962	0.00330755	1.20528	0.00330755
1257	0.918457	0.00246429	0.918457	0.00246429
1258	0.227166	0.00111573	0.231758	0.00111573
1259	2.93094	0.00541025	2.93758	0.00541025
1260	0.548986	0.00195833	0.585047	0.00195833
1261	1.49064	0.00469638	1.49203	0.00469638
1262	0.862351	0.00304046	0.899292	0.00304046
1263	0.932013	0.00304762	0.71001	0.00204762
1264	0.740133	0.00182698	0.740819	0.00182698
1265	0.836784	0.00402228	0.9347	0.00402228
1266	1.4956	0.00406796	1.4989	0.00406796
1267	1.00281	0.00323044	1.01072	0.00323044
1268	0.671505	0.00274972	0.686467	0.00274972
1269	0.589468	0.00260495	0.597253	0.00260495
1270	2.6556	0.00612212	2.66449	0.00612212
1271	0.13296	0.000745564	0.13765	0.000745564
1272	0.885797	0.0029675	0.964712	0.0029675
1273	0.208344	0.000940926	0.216748	0.000940926
1274	1.54074	0.00396071	1.54649	0.00396071
1275	0.278694	0.00116834	0.292246	0.00116834
1276	0.839401	0.0022845	0.883716	0.0022845
1277	0.499819	0.00161911	0.500065	0.00161911
1278	1.12223	0.00372577	1.08314	0.00357097
1279	2.72069	0.00715194	2.72442	0.00715194
1280	0.881234	0.00334539	0.894566	0.00334539
1281	1.87026	0.0069521	1.87453	0.0069521
1282	2.18513	0.00534947	2.19741	0.00534947
1283	0.0554369	0.000269906	0.0566392	0.000269906
1284	0.107155	0.000427856	0.11048	0.000427856
1285	0.452344	0.00159772	0.458369	0.00159772
1286	0.65839	0.00248417	0.670334	0.00248417
1287	1.25781	0.0029727	1.25884	0.0029727
1288	0.44405	0.00179158	0.40855	0.0016343
1289	0.443638	0.00175707	0.444609	0.00175707
1290	1.20655	0.00336518	1.21069	0.00336518
1291	0.600643	0.00234058	0.603903	0.00234058
1292	0.869751	0.00336674	0.887419	0.00336674
1293	0.466522	0.00197551	0.483032	0.00197551
1294	0.620222	0.00223782	0.622106	0.00223782
1295	0	0	0	0
1296	0.509399	0.0014384	0.532451	0.0014384
1297	0.323613	0.00154215	0.334027	0.00154215
1298	0.378239	0.00140761	0.379802	0.00140761
1299	0.836163	0.00331023	0.857672	0.00331023
1300	0.246202	0.00101444	0.257742	0.00101444
1301	1.08351	0.00392824	1.08909	0.00392824
1302	0.550448	0.00192379	0.550707	0.00192379
1303	1.24371	0.00365719	1.25118	0.00365719
1304	1.45683	0.00387668	1.45683	0.00387668
1305	0.0366795	0.000196232	0.0372549	0.000196232
1306	3.42526	0.00880916	3.436	0.00880916
1307	0.0496011	0.000308867	0.0507377	0.000308867
1308	1.03778	0.00324051	1.02939	0.00313763
1309	2.19849	0.00900245	2.18025	0.00889957
1310	0.522016	0.00189944	0.526856	0.00189944
1311	0.802608	0.00245679	0.830288	0.00245679
1312	0.999389	0.00301676	1.00555	0.00301676
1313	0.521544	0.00218395	0.508615	0.00212288
1314	1.72678	0.00445574	1.73559	0.00445574
1315	0.131735	0.000513398	0.0593636	0.000269138
1316	0.784833	0.00185246	0.785418	0.00185246
1317	0	0	0	0
1318	0.51558	0.00220873	0.505149	0.00210411
1319	1.57373	0.00338847	1.59315	0.00328384
1320	1.79362	0.00578328	1.80428	0.00578328
1321	0.354798	0.00149249	0.366294	0.00149249
1322	0.301035	0.00114944	0.31579	0.00114944
1323	0.529184	0.00228302	0.527664	0.00222126
1324	1.75144	0.0052047	1.77201	0.0052047
1325	0.0754649	0.000248447	0	0
1326	0.47954	0.00155102	0.47954	0.00155102
1327	0.831208	0.00381443	0.85377	0.00381443
1328	0.390569	0.00169854	0.408176	0.00169854
1329	2.83477	0.00815421	2.93032	0.00815421
1330	0.34887	0.00205128	0.374044	0.00205128
1331	0.59199	0.00239464	0.59996	0.00239464
1332	0.281884	0.0012067	0.288594	0.0012067
1333	0.295558	0.00107043	0.296358	0.00107043
1334	0.667427	0.00311796	0.596887	0.0027326
1335	1.33414	0.00490133	1.34184	0.00490133
1336	1.26358	0.00271216	1.26386	0.00271216
1337	0	0	0	0
1338	0.689543	0.0026093	0.694245	0.0026093
1339	5.13997	0.0100224	4.99846	0.00929139
1340	1.29185	0.00511365	1.32115	0.00511365
1341	0.205875	0.000968661	0.216125	0.000968661
1342	0.531689	0.00214539	0.537842	0.00214539
1343	1.54032	0.00511372	1.54934	0.00511372
1344	0.740256	0.00287761	0.672704	0.00248313
1345	0.557002	0.00182915	0.565271	0.00182915
1346	0.548528	0.00240839	0.553775	0.00240839
1347	0.992843	0.00401335	0.992843	0.00401335
1348	0	0	0	0
1349	0.43113	0.00210139	0.284906	0.00135735
1350	0.259844	0.0011976	0.259844	0.0011976
1351	0.473072	0.00168111	0.489015	0.00168111
1352	0.660161	0.001756	0.661342	0.001756
1353	1.64645	0.00604469	1.65863	0.00604469
1354	0.0953325	0.000491502	0.0985071	0.000491502
1355	0.637006	0.00199556	0.637575	0.00199556
1356	0.554821	0.00151515	0.554821	0.00151515
1357	0.916165	0.00350184	0.929087	0.00350184
1358	1.44809	0.00478813	1.47332	0.00478813
1359	0.748364	0.00328616	0.760676	0.00328616
1360	0.841345	0.00219037	0.84695	0.00219037
1361	2.04332	0.00637269	2.05514	0.00637269
1362	1.74474	0.00358436	1.75601	0.00358436
1363	1.93285	0.00609496	2.11613	0.00609496
1364	0.488873	0.00197349	0.505959	0.00197349
1365	1.11023	0.0037717	1.28008	0.0037717
1366	0.948463	0.00309572	0.981048	0.00309572
1367	0.297517	0.000717338	0.30271	0.000717338
1368	0.483546	0.00284352	0.512877	0.00284352
1369	0.2413	0.000915751	0.259862	0.000915751
1370	0.339539	0.0010551	0.340144	0.0010551
1371	0.253756	0.00156147	0.259946	0.00156147
1372	0.328599	0.000954438	0.331227	0.000954438
1373	0.204978	0.00103608	0.208054	0.00103608
1374	1.95935	0.0048046	1.96958	0.0048046
1375	0.77377	0.00358317	0.774502	0.00358317
1376	0.330418	0.00169328	0.341899	0.00169328
1377	0.258434	0.0011454	0.262409	0.0011454
1378	0.773636	0.00323821	0.781727	0.00323821
1379	0.585559	0.00199241	0.612571	0.00199241
1380	0.0500019	0.000190985	0.0514856	0.000190985
1381	1.85542	0.00489984	1.86355	0.00489984
1382	0.308696	0.00101801	0.333919	0.00101801
1383	0.785441	0.00300961	0.792122	0.00300961
1384	0.366419	0.00171947	0.375217	0.00171947
1385	0.379754	0.00153162	0.392304	0.00153162
1386	0.396644	0.00150463	0.40279	0.00150463
1387	0.492723	0.00230041	0.513987	0.00230041
1388	2.72165	0.00379799	2.73255	0.00379799
1389	0.421799	0.00120614	0.425934	0.00120614
1390	0.710529	0.00260792	0.711213	0.00260792
1391	0.780395	0.00333546	0.79768	0.00333546
1392	1.50468	0.00469169	1.52893	0.00469169
1393	2.35827	0.00766682	2.59363	0.00766682
1394	0.0176416	7.24638e-05	0.017956	7.24638e-05
1395	0.0432509	0.000197235	0.0444971	0.000197235
1396	0.302909	0.00123575	0.308805	0.00123575
1397	0.0932136	0.00038899	0.0956784	0.00038899
1398	0.539724	0.00243688	0.547636	0.00243688
1399	0.401538	0.00219105	0.421713	0.00219105
1400	0.22182	0.000749119	0.234314	0.000749119
1401	0.20897	0.00111486	0.209897	0.00111486
1402	0.197162	0.000675676	0.205377	0.000675676
1403	0.228308	0.000993481	0.238116	0.000993481
1404	0.248361	0.000923226	0.249073	0.000923226
1405	0.889667	0.00291545	0.890902	0.00291545
1406	0.409528	0.00216025	0.426241	0.00216025
1407	0.675535	0.00298768	0.684478	0.00298768
1408	0.327571	0.00158215	0.340168	0.00158215
1409	0.336191	0.00149728	0.338842	0.00149728
1410	1.1773	0.00284392	1.20283	0.00284392
1411	1.2484	0.0042163	1.27068	0.0042163
1412	0.145849	0.000541712	0.145849	0.000541712
1413	0.741219	0.00183248	0.749026	0.00183248
1414	0.226791	0.00101721	0.239187	0.00101721
1415	0.864793	0.00171091	0.874412	0.00171091
1416	1.80089	0.0056338	1.80942	0.0056338
1417	0	0	0	0
1418	0.431388	0.00169096	0.45345	0.00169096
1419	0.315134	0.00178866	0.327046	0.00178866
1420	3.04736	0.00790128	3.06193	0.00790128
1421	0.282574	0.00151183	0.194511	0.00119904
1422	0.0190377	7.81983e-05	0.019377	7.81983e-05
1423	0.518681	0.00150858	0.527749	0.00150858
1424	0.047952	0.00028777	0.0489386	0.00028777
1425	1.39476	0.0047619	1.41375	0.0047619
1426	1.80946	0.00665008	1.81938	0.00665008
1427	0.385388	0.00151705	0.354483	0.00127724
1428	0.666676	0.0025207	0.716674	0.0025207
1429	1.39585	0.00336426	1.39831	0.00336426
1430	0.0958306	0.000429369	0.103686	0.000429369
1431	0.0971055	0.000319693	0	0
1432	0.141497	0.000408497	0.141497	0.000408497
1433	0	0	0	0
1434	0.305155	0.0012069	0	0
1435	0.401423	0.00107364	0.424707	0.00107364
1436	0.565435	0.00231303	0.572231	0.00231303
1437	0.725326	0.00298959	0.699295	0.00273318
1438	0	0	0	0
1439	0.18808	0.000968992	0.18808	0.000968992
1440	0.879663	0.00302336	0.909764	0.00302336
1441	0.662843	0.00278275	0.677082	0.00278275
1442	1.03936	0.00326689	1.0504	0.00326689
1443	1.2202	0.0030599	1.2202	0.0030599
1444	0.515905	0.00204473	0.196447	0.00078125
1445	0.103175	0.000339674	0.106557	0.000339674
1446	0.898023	0.00334201	0.908151	0.00334201
1447	0.60512	0.002748	0.612935	0.002748
1448	0.335784	0.0012605	0.353974	0.0012605
1449	1.2109	0.00413943	1.2276	0.00413943
1450	0.806005	0.0023088	0.806005	0.0023088
1451	0.518545	0.00218569	0.313901	0.00130385
1452	0.345155	0.00146783	0.361728	0.00146783
1453	1.46051	0.00390829	1.48987	0.00390829
1454	0.887911	0.00224322	0.898248	0.00224322
1455	1.76861	0.00577943	1.79269	0.00577943
1456	0.0542738	0.00029036	0.0551251	0.00029036
1457	0.815142	0.00354366	0.863404	0.00354366
1458	0.763367	0.00186778	0.821448	0.00186778
1459	0.111159	0.00047824	0.116305	0.00047824
1460	0.413928	0.0015188	0.420493	0.0015188
1461	1.3113	0.00423214	1.3246	0.00423214
1462	1.89427	0.00540987	1.89798	0.00540987
1463	1.1548	0.00491051	1.19611	0.00491051
1464	1.87121	0.00549964	1.81558	0.00520202
1465	0.638853	0.00208111	0.642662	0.00208111
1466	0.750846	0.00197822	0.752475	0.00197822
1467	0.983267	0.00296887	1.01065	0.00296887
1468	0.974896	0.00395753	0.994701	0.00395753
1469	0	0	0	0
1470	0.107212	0.000474834	0.113169	0.000474834
1471	0.112875	0.000371609	0.116576	0.000371609
1472	1.19206	0.00405384	1.20663	0.00405384
1473	1.81501	0.00479722	1.8487	0.00479722
1474	1.11984	0.00285714	1.06586	0.00254658
1475	1.34365	0.00421545	1.37078	0.00421545
1476	0.5928	0.00281885	0.613558	0.00281885
1477	1.27405	0.00302359	1.28203	0.00302359
1478	3.45598	0.00849578	3.73814	0.00849578
1479	0.753492	0.00263328	0.756527	0.00263328
1480	1.23277	0.00418914	1.26467	0.00418914
1481	0.562286	0.00212321	0.564749	0.00212321
1482	1.3385	0.00439446	1.35187	0.00439446
1483	2.95953	0.0083771	2.96722	0.0083771
1484	0.162109	0.000771767	0.166441	0.000771767
1485	0.27192	0.000900901	0.288154	0.000900901
1486	0.301832	0.00156093	0.311357	0.00156093
1487	0.352834	0.00156759	0.361872	0.00156759
1488	0.170887	0.000826446	0.170887	0.000826446
1489	1.25778	0.00480058	1.30263	0.00480058
1490	1.05853	0.00440126	1.08883	0.00440126
1491	0.23069	0.000917431	0.23069	0.000917431
1492	1.18238	0.00477399	1.20029	0.00477399
1493	0.0297968	0.0001731	0.0303186	0.0001731
1494	0.903828	0.00365382	0.938963	0.00365382
1495	16.0733	0.0120542	16.0804	0.0120542
1496	1.47864	0.00450746	1.55162	0.00450746
1497	0.655062	0.00241538	0.659382	0.00241538
1498	0.31705	0.00134769	0.294977	0.00124611
1499	0.602321	0.00127806	0.603388	0.00127806
1500	0.128652	0.000623053	0	0
1501	0.384598	0.00167574	0.390386	0.00167574
1502	0.124588	0.000410172	0.128673	0.000410172
1503	1.24981	0.00525817	1.26949	0.00525817
1504	0.670635	0.00250025	0.606856	0.00222814
1505	1.81104	0.00426421	1.81521	0.00426421
1506	0.447552	0.00192308	0.476427	0.00192308
1507	0.783887	0.00353507	0.804582	0.00353507
1508	0.201014	0.000842899	0.179772	0.000738384
1509	1.58902	0.00459402	1.6085	0.00459402
1510	0.132363	0.000641026	0	0
1511	0.270147	0.000967511	0.277802	0.000967511
1512	1.5019	0.0037928	1.5396	0.0037928
1513	0.364991	0.00134693	0.384573	0.00134693
1514	2.44853	0.00523338	2.37482	0.0049505
1515	0.48062	0.00144509	0.482331	0.00144509
1516	1.86771	0.00364278	1.8691	0.00364278
1517	1.14507	0.00451339	1.16757	0.00451339
1518	0.133397	0.000439174	0.137771	0.000439174
1519	3.13848	0.00748372	3.14989	0.00748372
1520	0.133967	0.00060024	0.144948	0.00060024
1521	0.0681191	0.000364431	0.0691877	0.000364431
1522	0.179912	0.000829221	0.18656	0.000829221
1523	0	0	0	0
1524	0.590833	0.00228092	0.601296	0.00228092
1525	0.635795	0.00166727	0.636381	0.00166727
1526	1.00476	0.00295376	1.03402	0.00295376
1527	0.409282	0.00211674	0.421804	0.00211674
1528	3.7007	0.00518294	3.70447	0.00518294
1529	0	0	0	0
1530	0.369902	0.00187351	0.37855	0.00187351
1531	0.368117	0.00184967	0.376518	0.00184967
1532	0.143922	0.000619195	0.150585	0.000619195
1533	3.07745	0.011614	3.09058	0.011614
1534	0.963636	0.00263158	0.963636	0.00263158
1535	1.46057	0.00473684	1.46057	0.00473684
1536	0.183902	0.000814127	0.0414385	0.000194932
1537	0.978516	0.00262843	0.981574	0.00262843
1538	1.18599	0.00414747	1.18712	0.00414747
1539	3.75824	0.00645161	3.77762	0.00645161
1540	2.07361	0.004629	2.08308	0.004629
1541	1.69985	0.00429005	1.70255	0.00429005
1542	0.291189	0.00152472	0.299478	0.00152472
1543	1.37221	0.00215054	1.37221	0.00215054
1544	2.2993	0.00796495	2.58608	0.00796495
1545	2.61083	0.00533216	2.62406	0.00533216
1546	0.467132	0.00217017	0.478316	0.00217017
1547	0.549379	0.0013587	0.582675	0.0013587
1548	0.107947	0.000563607	0.112544	0.000563607
1549	1.81737	0.00455291	1.84067	0.00455291
1550	2.4992	0.00525072	2.5109	0.00525072
1551	2.59533	0.00656832	2.59993	0.00656832
1552	3.18945	0.00755174	3.19664	0.00755174
1553	1.63301	0.00501495	1.74676	0.00501495
1554	2.78046	0.00684358	2.79783	0.00684358
1555	1.3779	0.00375436	1.39053	0.00375436
1556	0	0	0	0
1557	0.311942	0.00148811	0.313822	0.00148811
1558	0.214019	0.00102397	0.229137	0.00102397
1559	0.15689	0.000714286	0.160071	0.000714286
1560	0.147514	0.000660939	0.159606	0.000660939
1561	17.9625	0.00419476	17.9641	0.00419476
1562	1.64807	0.00425361	1.74267	0.00425361
1563	0.479728	0.00116138	0.487517	0.00116138
1564	0	0	0	0
1565	0.0809885	0.000429729	0.0832344	0.000429729
1566	0.147226	0.000793651	0.151699	0.000793651
1567	0.18976	0.000835988	0.194752	0.000835988
1568	1.80004	0.00306513	1.80004	0.00306513
1569	0.519425	0.00182556	0.531795	0.00182556
1570	0.534701	0.00141762	0.54773	0.00141762
1571	1.15104	0.00304525	1.19966	0.00304525
1572	0.924843	0.00322173	0.929227	0.00322173
1573	0.0713135	0.000387597	0.0746208	0.000387597
1574	0.224876	0.000893158	0.233218	0.000893158
1575	1.36385	0.00591348	1.40898	0.00591348
1576	2.59824	0.00490196	2.60564	0.00490196
1577	0.714884	0.00237271	0.763701	0.00237271
1578	0	0	0	0
1579	0.0619589	0.000301659	0.0633026	0.000301659
1580	1.00495	0.00385351	1.01341	0.00385351
1581	0.0634519	0.000308928	0.064828	0.000308928
1582	0.506341	0.00200803	0.506341	0.00200803
1583	0.138535	0.000577473	0.142957	0.000577473
1584	1.26372	0.00405972	1.27416	0.00405972
1585	4.95249	0.00632766	4.95318	0.00632766
1586	1.47791	0.0033305	1.48157	0.0033305
1587	0.642876	0.00220982	0.646124	0.00220982
1588	0.0747922	0.000406504	0.0782609	0.000406504
1589	0.163041	0.000536769	0.168387	0.000536769
1590	0.516382	0.00194088	0.533205	0.00194088
1591	4.23281	0.00875	4.25003	0.00875
1592	1.67387	0.00292208	1.67387	0.00292208
1593	0	0	0	0
1594	3.00005	0.00717215	3.09208	0.00717215
1595	1.93711	0.0041453	1.94251	0.0041453
1596	0.53222	0.00184446	0.532949	0.00184446
1597	1.29992	0.00302707	1.31394	0.00302707
1598	1.68818	0.00442739	1.68818	0.00442739
1599	0.663503	0.00224533	0.695496	0.00224533
1600	1.41471	0.00452911	1.42009	0.00452911
1601	1.47132	0.00356394	1.48111	0.00356394
1602	0.270479	0.00139658	0.276722	0.00139658
1603	0.567885	0.00202104	0.570107	0.00202104
1604	0.0493266	0.0002405	0.0511255	0.0002405
1605	0.0796489	0.0004329	0.0833427	0.0004329
1606	2.64203	0.00714286	2.64203	0.00714286
1607	1.07647	0.00329829	1.07647	0.00329829
1608	0.341525	0.00175393	0.349538	0.00175393
1609	0.121829	0.000677938	0.126261	0.000677938
1610	0.0806969	0.000438596	0	0
1611	0.180412	0.00101824	0.184788	0.00101824
1612	0.78392	0.00319529	0.791719	0.00319529
1613	0.270988	0.00148148	0.28141	0.00148148
1614	0.407528	0.00184465	0.410708	0.00184465
1615	0.089009	0.00047619	0.0904052	0.00047619
1616	0.050642	0.000246914	0.0524888	0.000246914
1617	0.050642	0.000246914	0.0524888	0.000246914
1618	1.15546	0.00287879	1.1963	0.00287879
1619	0.168382	0.000947589	0.173691	0.000947589
1620	1.27207	0.00315315	1.28432	0.0027027
1621	0	0	0	0
1622	0.609528	0.00298281	0.641899	0.00298281
1623	0.622025	0.00202401	0.624647	0.00202401
1624	0.268545	0.0012285	0.268545	0.0012285
1625	2.98504	0.00625626	2.98692	0.00625626
1626	0.649807	0.00225225	0.689189	0.00225225
1627	0	0	0	0
1628	0.466545	0.00207589	0.480195	0.00207589
1629	1.36074	0.00344566	1.36151	0.00344566
1630	0	0	0	0
1631	0	0	0	0
1632	1.91109	0.00388128	1.9197	0.00388128
1633	0	0	0	0
1634	0.350556	0.00187332	0.362829	0.00187332
1635	1.43531	0.00210372	1.4378	0.00210372
1636	0	0	0	0
1637	1.14193	0.00412576	1.16156	0.00412576
1638	0.659195	0.00270378	0.664223	0.00270378
1639	0.0940236	0.000503018	0.0954985	0.000503018
1640	0.17276	0.000938967	0.180772	0.000938967
1641	0.850228	0.0028169	0.900988	0.0028169
1642	0	0	0	0
1643	1.43348	0.00436423	1.45415	0.00436423
1644	0.287975	0.00155141	0.198115	0.000988028
1645	0	0	0	0
1646	0.0457443	0.000265745	0	0
1647	0	0	0	0
1648	0	0	0	0
1649	0	0	0	0
1650	0.0965989	0.00057971	0.0985865	0.00057971
1651	0.191396	0.00063012	0.197672	0.00063012
1652	0.577589	0.00120773	0.592029	0.00120773
1653	0.585184	0.00263671	0.620525	0.00263671
1654	0.776288	0.00295353	0.824901	0.00295353
1655	0.57889	0.00161437	0.579726	0.00161437
1656	0.0484754	0.000281611	0	0
1657	0.364802	0.00162278	0.385431	0.00162278
1658	0.478867	0.00217391	0.498356	0.00217391
1659	1.01319	0.00225885	1.0148	0.00225885
1660	0.164578	0.000801282	0.168148	0.000801282
1661	0.382594	0.00182673	0.396904	0.00182673
1662	2.74379	0.00491308	2.74379	0.00491308
1663	0.0515532	0.000299491	0	0
1664	0.367261	0.00151318	0.380848	0.00151318
1665	0.107672	0.000576037	0.109361	0.000576037
1666	0.642801	0.00134409	0.658871	0.00134409
1667	0.0523847	0.000304321	0.0533021	0.000304321
1668	0.481183	0.0016129	0.481183	0.0016129
1669	1.2853	0.00424008	1.3436	0.00424008
1670	0.942326	0.00230415	0.942326	0.00230415
1671	1.11221	0.00313128	1.1159	0.00313128
1672	0.327808	0.00179211	0.340416	0.00179211
1673	0.264139	0.00125309	0.229112	0.000948767
1674	1.96954	0.0061828	1.97871	0.0061828
1675	1.09614	0.00409626	1.15831	0.00409626
1676	0.463018	0.00217624	0.474311	0.00217624
1677	0	0	0	0
1678	1.46732	0.00356289	1.47124	0.00356289
1679	7.77517	0.0104268	7.78641	0.0104268
1680	0	0	0	0
1681	0.66577	0.00234205	0.687796	0.00234205
1682	0.331206	0.00151515	0.331206	0.00151515
1683	0.50277	0.00245272	0.506974	0.00245272
1684	0.115098	0.000615764	0.116903	0.000615764
1685	0.326601	0.001319	0.33606	0.001319
1686	0.877314	0.00278836	0.931283	0.00278836
1687	0.230196	0.00123153	0.233807	0.00123153
1688	0	0	0	0
1689	0	0	0	0
1690	0.111995	0.000650618	0.113956	0.000650618
1691	1.21587	0.0032567	1.22789	0.0032567
1692	0.354711	0.00150681	0.131483	0.000492611
1693	0	0	0	0
1694	0.871429	0.00215517	0.924242	0.00215517
1695	0.659747	0.00215517	0.659747	0.00215517
1696	0.649015	0.00246305	0.698939	0.00246305
1697	1.89731	0.00440613	1.90932	0.00440613
1698	0.111995	0.000650618	0.113956	0.000650618
1699	1.28196	0.00387192	1.28995	0.00387192
1700	1.2775	0.00450182	1.2805	0.00450182
1701	0.519238	0.00221002	0.53326	0.00221002
1702	1.63694	0.00637998	1.41359	0.00534799
1703	0.0569798	0.000331016	0.0579777	0.000331016
1704	0.354863	0.00162338	0.354863	0.00162338
1705	0	0	0	0
1706	0.328487	0.0015083	0.349744	0.0015083
1707	0.401203	0.00196675	0.416533	0.00196675
1708	0	0	0	0
1709	0.161869	0.000788563	0.166382	0.000788563
1710	3.6756	0.00892857	3.6756	0.00892857
1711	1.53144	0.00581232	1.62518	0.00581232
1712	0	0	0	0
1713	0.109517	0.000595238	0.114596	0.000595238
1714	0.152042	0.000794803	0.155097	0.000794803
1715	0.36293	0.00198413	0.376889	0.00198413
1716	3.06686	0.00839438	2.70597	0.00641026
1717	0.119208	0.000637755	0.121078	0.000637755
1718	0.643471	0.00185809	0.64696	0.00185809
1719	0.36293	0.00198413	0.376889	0.00198413
1720	0.766239	0.0030089	0.819985	0.0030089
1721	0.51765	0.00119048	0.51765	0.00119048
1722	0.37604	0.00178687	0.391539	0.00178687
1723	0.223997	0.000992063	0.236442	0.000992063
1724	0.0579973	0.000336927	0.059013	0.000336927
1725	0	0	0	0
1726	0.72586	0.00396825	0.376889	0.00198413
1727	0	0	0	0
1728	0.193645	0.000998303	0.199608	0.000998303
1729	3.83384	0.008597	3.85571	0.008597
1730	0.45707	0.00211909	0.459147	0.00211909
1731	0	0	0	0
1732	4.11798	0.0080502	4.12049	0.0080502
1733	1.46364	0.0030303	1.46364	0.0030303
